,total_cell_ratio,dead_density,empty_area_ratio,live_density
169_01.jpg,,,100,100
169_02.jpg,,,100,100
169_10.jpg,,,100,100
169_11.jpg,,,100,100
169_12.jpg,,,100,100
169_20.jpg,,,100,100
169_21.jpg,,,100,100
169_22.jpg,,,100,100
169_30.jpg,,,100,100
169_31.jpg,,,100,100
169_32.jpg,,,100,100
17_00.jpg,,,100,100
17_01.jpg,,,100,100
17_02.jpg,,,100,100
17_10.jpg,,,100,100
17_11.jpg,,,100,100
17_12.jpg,,,100,100
17_20.jpg,,,100,100
17_21.jpg,,,100,100
17_22.jpg,,,100,100
17_30.jpg,,,100,100
17_31.jpg,,,100,100
17_32.jpg,,,100,100
170_00.jpg,,,100,100
170_01.jpg,,,100,100
170_02.jpg,,,100,100
170_10.jpg,,,100,100
170_11.jpg,,,100,100
170_12.jpg,,,100,100
170_20.jpg,,,100,100
170_21.jpg,,,100,100
170_22.jpg,,,100,100
170_30.jpg,,,100,100
170_31.jpg,,,100,100
170_32.jpg,,,100,100
171_00.jpg,,,100,100
171_01.jpg,,,100,100
171_02.jpg,,,100,100
171_10.jpg,,,100,100
171_11.jpg,,,100,100
171_12.jpg,,,100,100
171_20.jpg,,,100,100
171_21.jpg,,,100,100
171_22.jpg,,,100,100
171_30.jpg,,,100,100
171_31.jpg,,,100,100
171_32.jpg,,,100,100
172_00.jpg,20,100,80,0
172_01.jpg,20,100,80,0
172_02.jpg,20,100,80,0
172_10.jpg,20,100,80,0
172_11.jpg,20,100,80,0
172_12.jpg,20,100,80,0
172_20.jpg,20,100,80,0
172_21.jpg,25,100,75,0
172_22.jpg,20,100,80,0
172_30.jpg,20,100,80,0
172_31.jpg,20,100,80,0
172_32.jpg,20,100,80,0
173_00.jpg,20,100,80,0
173_01.jpg,20,100,80,0
173_02.jpg,20,100,80,0
173_10.jpg,20,100,80,0
173_11.jpg,20,100,80,0
173_12.jpg,20,100,80,0
173_20.jpg,20,100,80,0
173_21.jpg,20,100,80,0
173_22.jpg,10,100,90,0
173_30.jpg,10,100,90,0
173_31.jpg,10,100,90,0
173_32.jpg,10,100,90,0
174_00.jpg,20,100,80,0
174_01.jpg,10,100,90,0
174_02.jpg,20,100,80,0
174_10.jpg,5,100,95,0
174_11.jpg,5,100,95,0
174_12.jpg,10,100,90,0
174_20.jpg,10,100,90,0
174_21.jpg,10,100,90,0
174_22.jpg,10,100,90,0
174_30.jpg,10,100,90,0
174_31.jpg,15,100,85,0
174_32.jpg,10,100,90,0
175_00.jpg,10,100,90,0
175_01.jpg,5,100,95,0
175_02.jpg,15,100,85,0
175_10.jpg,15,100,85,0
175_11.jpg,10,100,90,0
175_12.jpg,10,100,90,0
175_20.jpg,10,100,90,0
175_21.jpg,15,100,85,0
175_22.jpg,10,100,90,0
175_30.jpg,15,100,85,0
175_31.jpg,10,100,90,0
175_32.jpg,10,100,90,0
176_00.jpg,,,100,100
176_01.jpg,,,100,100
176_02.jpg,,,100,100
176_10.jpg,,,100,100
176_11.jpg,,,100,100
176_12.jpg,,,100,100
176_20.jpg,,,100,100
176_21.jpg,,,100,100
176_22.jpg,,,100,100
176_30.jpg,,,100,100
176_31.jpg,,,100,100
176_32.jpg,,,100,100
177_00.jpg,,,100,100
177_01.jpg,,,100,100
177_02.jpg,,,100,100
177_10.jpg,,,100,100
177_11.jpg,,,100,100
177_12.jpg,,,100,100
177_20.jpg,,,100,100
177_21.jpg,,,100,100
177_22.jpg,,,100,100
177_30.jpg,,,100,100
177_31.jpg,,,100,100
177_32.jpg,,,100,100
178_00.jpg,,,100,100
178_01.jpg,,,100,100
178_02.jpg,,,100,100
178_10.jpg,,,100,100
178_11.jpg,,,100,100
178_12.jpg,,,100,100
178_20.jpg,,,100,100
178_21.jpg,,,100,100
178_22.jpg,,,100,100
178_30.jpg,,,100,100
178_31.jpg,,,100,100
178_32.jpg,,,100,100
179_00.jpg,,,100,100
179_01.jpg,,,100,100
179_02.jpg,,,100,100
179_10.jpg,,,100,100
179_11.jpg,,,100,100
179_12.jpg,,,100,100
179_20.jpg,,,100,100
179_21.jpg,,,100,100
179_22.jpg,,,100,100
179_30.jpg,,,100,100
179_31.jpg,,,100,100
179_32.jpg,,,100,100
18_00.jpg,,,100,100
18_01.jpg,,,100,100
18_02.jpg,,,100,100
18_10.jpg,,,100,100
18_11.jpg,,,100,100
18_12.jpg,,,100,100
18_20.jpg,,,100,100
18_21.jpg,,,100,100
18_22.jpg,,,100,100
18_30.jpg,,,100,100
18_31.jpg,,,100,100
18_32.jpg,,,100,100
180_00.jpg,,,100,100
180_01.jpg,,,100,100
180_02.jpg,,,100,100
180_10.jpg,,,100,100
180_11.jpg,,,100,100
180_12.jpg,,,100,100
180_20.jpg,,,100,100
180_21.jpg,,,100,100
180_22.jpg,,,100,100
180_30.jpg,,,100,100
180_31.jpg,,,100,100
180_32.jpg,,,100,100
181_00.jpg,,,100,100
181_01.jpg,,,100,100
181_02.jpg,,,100,100
181_10.jpg,,,100,100
181_11.jpg,,,100,100
181_12.jpg,,,100,100
181_20.jpg,,,100,100
181_21.jpg,,,100,100
181_22.jpg,,,100,100
181_30.jpg,,,100,100
181_31.jpg,,,100,100
181_32.jpg,,,100,100
182_00.jpg,,,100,100
182_01.jpg,,,100,100
182_02.jpg,,,100,100
182_10.jpg,,,100,100
182_11.jpg,,,100,100
182_12.jpg,,,100,100
182_20.jpg,,,100,100
182_21.jpg,,,100,100
182_22.jpg,,,100,100
182_30.jpg,,,100,100
182_31.jpg,,,100,100
182_32.jpg,,,100,100
183_00.jpg,,,100,100
183_01.jpg,,,100,100
183_02.jpg,,,100,100
183_10.jpg,,,100,100
183_11.jpg,,,100,100
183_12.jpg,,,100,100
183_20.jpg,,,100,100
183_21.jpg,,,100,100
183_22.jpg,,,100,100
183_30.jpg,,,100,100
183_31.jpg,,,100,100
183_32.jpg,,,100,100
184_00.jpg,,,100,100
184_01.jpg,,,100,100
184_02.jpg,,,100,100
184_10.jpg,,,100,100
184_11.jpg,,,100,100
184_12.jpg,,,100,100
184_20.jpg,,,100,100
184_21.jpg,,,100,100
184_22.jpg,,,100,100
184_30.jpg,,,100,100
184_31.jpg,,,100,100
184_32.jpg,,,100,100
185_00.jpg,,,100,100
185_01.jpg,,,100,100
185_02.jpg,,,100,100
185_10.jpg,,,100,100
185_11.jpg,,,100,100
185_12.jpg,,,100,100
185_20.jpg,,,100,100
185_21.jpg,,,100,100
185_22.jpg,,,100,100
185_30.jpg,,,100,100
185_31.jpg,,,100,100
185_32.jpg,,,100,100
186_00.jpg,,,100,100
186_01.jpg,,,100,100
186_02.jpg,,,100,100
186_10.jpg,,,100,100
186_11.jpg,,,100,100
186_12.jpg,,,100,100
186_20.jpg,,,100,100
186_21.jpg,,,100,100
186_22.jpg,,,100,100
186_30.jpg,,,100,100
186_31.jpg,,,100,100
186_32.jpg,,,100,100
187_00.jpg,,,100,100
187_01.jpg,,,100,100
187_02.jpg,,,100,100
187_10.jpg,,,100,100
187_11.jpg,,,100,100
187_12.jpg,,,100,100
187_20.jpg,,,100,100
187_21.jpg,,,100,100
187_22.jpg,,,100,100
187_30.jpg,,,100,100
187_31.jpg,,,100,100
187_32.jpg,,,100,100
188_00.jpg,,,100,100
188_01.jpg,,,100,100
188_02.jpg,,,100,100
188_10.jpg,,,100,100
188_11.jpg,,,100,100
188_12.jpg,,,100,100
188_20.jpg,,,100,100
188_21.jpg,,,100,100
188_22.jpg,,,100,100
188_30.jpg,,,100,100
188_31.jpg,,,100,100
188_32.jpg,,,100,100
189_00.jpg,,,100,100
189_01.jpg,,,100,100
189_02.jpg,,,100,100
189_10.jpg,,,100,100
189_11.jpg,,,100,100
189_12.jpg,,,100,100
189_20.jpg,,,100,100
189_21.jpg,,,100,100
189_22.jpg,,,100,100
189_30.jpg,,,100,100
189_31.jpg,,,100,100
189_32.jpg,,,100,100
19_00.jpg,,,100,100
19_01.jpg,,,100,100
19_02.jpg,,,100,100
19_10.jpg,,,100,100
19_11.jpg,,,100,100
19_12.jpg,,,100,100
19_20.jpg,,,100,100
19_21.jpg,,,100,100
19_22.jpg,,,100,100
19_30.jpg,,,100,100
19_31.jpg,,,100,100
19_32.jpg,,,100,100
190_00.jpg,,,100,100
190_01.jpg,,,100,100
190_02.jpg,,,100,100
190_10.jpg,,,100,100
190_11.jpg,,,100,100
190_12.jpg,,,100,100
190_20.jpg,,,100,100
190_21.jpg,,,100,100
190_22.jpg,,,100,100
190_30.jpg,,,100,100
190_31.jpg,,,100,100
190_32.jpg,,,100,100
191_00.jpg,,,100,100
191_01.jpg,,,100,100
191_02.jpg,,,100,100
191_10.jpg,,,100,100
191_11.jpg,,,100,100
191_12.jpg,,,100,100
191_20.jpg,,,100,100
191_21.jpg,,,100,100
191_22.jpg,,,100,100
191_30.jpg,,,100,100
191_31.jpg,,,100,100
191_32.jpg,,,100,100
192_00.jpg,,,100,100
192_01.jpg,,,100,100
192_02.jpg,,,100,100
192_10.jpg,,,100,100
192_11.jpg,,,100,100
192_12.jpg,,,100,100
192_20.jpg,,,100,100
192_21.jpg,,,100,100
192_22.jpg,,,100,100
192_30.jpg,,,100,100
192_31.jpg,,,100,100
192_32.jpg,,,100,100
193_00.jpg,,,100,100
193_01.jpg,,,100,100
193_02.jpg,,,100,100
193_10.jpg,,,100,100
193_11.jpg,,,100,100
193_12.jpg,,,100,100
193_20.jpg,,,100,100
193_21.jpg,,,100,100
193_22.jpg,,,100,100
193_30.jpg,,,100,100
193_31.jpg,,,100,100
193_32.jpg,,,100,100
194_00.jpg,,,100,100
194_01.jpg,,,100,100
194_02.jpg,,,100,100
194_10.jpg,,,100,100
194_11.jpg,,,100,100
194_12.jpg,,,100,100
194_20.jpg,,,100,100
194_21.jpg,,,100,100
194_22.jpg,,,100,100
194_30.jpg,,,100,100
194_31.jpg,,,100,100
194_32.jpg,,,100,100
195_00.jpg,,,100,100
195_01.jpg,,,100,100
195_02.jpg,,,100,100
195_10.jpg,,,100,100
195_11.jpg,,,100,100
195_12.jpg,,,100,100
195_20.jpg,,,100,100
195_21.jpg,,,100,100
195_22.jpg,,,100,100
195_30.jpg,,,100,100
195_31.jpg,,,100,100
195_32.jpg,,,100,100
196_00.jpg,,,100,100
196_01.jpg,,,100,100
196_02.jpg,,,100,100
196_10.jpg,,,100,100
196_11.jpg,,,100,100
196_12.jpg,,,100,100
196_20.jpg,,,100,100
196_21.jpg,,,100,100
196_22.jpg,,,100,100
196_30.jpg,,,100,100
196_31.jpg,,,100,100
196_32.jpg,,,100,100
197_00.jpg,,,100,100
197_01.jpg,,,100,100
197_02.jpg,,,100,100
197_10.jpg,,,100,100
197_11.jpg,,,100,100
197_12.jpg,,,100,100
197_20.jpg,,,100,100
197_21.jpg,,,100,100
197_22.jpg,,,100,100
197_30.jpg,,,100,100
197_31.jpg,,,100,100
197_32.jpg,,,100,100
198_00.jpg,,,100,100
198_01.jpg,,,100,100
198_02.jpg,,,100,100
198_10.jpg,,,100,100
198_11.jpg,,,100,100
198_12.jpg,,,100,100
198_20.jpg,,,100,100
198_21.jpg,,,100,100
198_22.jpg,,,100,100
198_30.jpg,,,100,100
198_31.jpg,,,100,100
198_32.jpg,,,100,100
199_00.jpg,,,100,100
199_01.jpg,,,100,100
199_02.jpg,,,100,100
199_10.jpg,,,100,100
199_11.jpg,,,100,100
199_12.jpg,,,100,100
199_20.jpg,,,100,100
199_21.jpg,,,100,100
199_22.jpg,,,100,100
199_30.jpg,,,100,100
199_31.jpg,,,100,100
199_32.jpg,,,100,100
2_00.jpg,100,5,0,95
2_01.jpg,100,20,0,80
2_02.jpg,100,20,0,80
2_10.jpg,100,10,0,90
2_11.jpg,100,20,0,80
2_12.jpg,90,15,10,85
2_20.jpg,100,25,0,75
2_21.jpg,100,25,0,75
2_22.jpg,100,20,0,80
2_30.jpg,100,30,0,70
2_31.jpg,100,30,0,70
2_32.jpg,100,25,0,75
20_00.jpg,,,100,100
20_01.jpg,,,100,100
20_02.jpg,,,100,100
20_10.jpg,,,100,100
20_11.jpg,,,100,100
20_12.jpg,,,100,100
20_20.jpg,,,100,100
20_21.jpg,,,100,100
20_22.jpg,,,100,100
20_30.jpg,,,100,100
20_31.jpg,,,100,100
20_32.jpg,,,100,100
200_00.jpg,,,100,100
200_01.jpg,,,100,100
200_02.jpg,,,100,100
200_10.jpg,,,100,100
200_11.jpg,,,100,100
200_12.jpg,,,100,100
200_20.jpg,,,100,100
200_21.jpg,,,100,100
200_22.jpg,,,100,100
200_30.jpg,,,100,100
200_31.jpg,,,100,100
200_32.jpg,,,100,100
201_00.jpg,,,100,100
201_01.jpg,,,100,100
201_02.jpg,,,100,100
201_10.jpg,,,100,100
201_11.jpg,,,100,100
201_12.jpg,,,100,100
201_20.jpg,,,100,100
201_21.jpg,,,100,100
201_22.jpg,,,100,100
201_30.jpg,,,100,100
201_31.jpg,,,100,100
201_32.jpg,,,100,100
202_00.jpg,,,100,100
202_01.jpg,,,100,100
202_02.jpg,,,100,100
202_10.jpg,,,100,100
202_11.jpg,,,100,100
202_12.jpg,,,100,100
202_20.jpg,,,100,100
202_21.jpg,,,100,100
202_22.jpg,,,100,100
202_30.jpg,,,100,100
202_31.jpg,,,100,100
202_32.jpg,,,100,100
203_00.jpg,,,100,100
203_01.jpg,,,100,100
203_02.jpg,,,100,100
203_10.jpg,,,100,100
203_11.jpg,,,100,100
203_12.jpg,,,100,100
203_20.jpg,,,100,100
203_21.jpg,,,100,100
203_22.jpg,,,100,100
203_30.jpg,,,100,100
203_31.jpg,,,100,100
203_32.jpg,,,100,100
204_00.jpg,,,100,100
204_01.jpg,,,100,100
204_02.jpg,,,100,100
204_10.jpg,,,100,100
204_11.jpg,,,100,100
204_12.jpg,,,100,100
204_20.jpg,,,100,100
204_21.jpg,,,100,100
204_22.jpg,,,100,100
204_30.jpg,,,100,100
204_31.jpg,,,100,100
204_32.jpg,,,100,100
205_00.jpg,,,100,100
205_01.jpg,,,100,100
205_02.jpg,,,100,100
205_10.jpg,,,100,100
205_11.jpg,,,100,100
205_12.jpg,,,100,100
205_20.jpg,,,100,100
205_21.jpg,,,100,100
205_22.jpg,,,100,100
205_30.jpg,,,100,100
205_31.jpg,,,100,100
205_32.jpg,,,100,100
206_00.jpg,,,100,100
206_01.jpg,,,100,100
206_02.jpg,,,100,100
206_10.jpg,,,100,100
206_11.jpg,,,100,100
206_12.jpg,,,100,100
206_20.jpg,,,100,100
206_21.jpg,,,100,100
206_22.jpg,,,100,100
206_30.jpg,,,100,100
206_31.jpg,,,100,100
206_32.jpg,,,100,100
207_00.jpg,,,100,100
207_01.jpg,,,100,100
207_02.jpg,,,100,100
207_10.jpg,,,100,100
207_11.jpg,,,100,100
207_12.jpg,,,100,100
207_20.jpg,,,100,100
207_21.jpg,,,100,100
207_22.jpg,,,100,100
207_30.jpg,,,100,100
207_31.jpg,,,100,100
207_32.jpg,,,100,100
208_00.jpg,,,100,100
208_01.jpg,,,100,100
208_02.jpg,,,100,100
208_10.jpg,,,100,100
208_11.jpg,,,100,100
208_12.jpg,,,100,100
208_20.jpg,,,100,100
208_21.jpg,,,100,100
208_22.jpg,,,100,100
208_30.jpg,,,100,100
208_31.jpg,,,100,100
208_32.jpg,,,100,100
209_00.jpg,,,100,100
209_01.jpg,,,100,100
209_02.jpg,,,100,100
209_10.jpg,,,100,100
209_11.jpg,,,100,100
209_12.jpg,,,100,100
209_20.jpg,,,100,100
209_21.jpg,,,100,100
209_22.jpg,,,100,100
209_30.jpg,,,100,100
209_31.jpg,,,100,100
209_32.jpg,,,100,100
21_00.jpg,,,100,100
21_01.jpg,,,100,100
21_02.jpg,,,100,100
21_10.jpg,,,100,100
21_11.jpg,,,100,100
21_12.jpg,,,100,100
21_20.jpg,,,100,100
21_21.jpg,,,100,100
21_22.jpg,,,100,100
21_30.jpg,,,100,100
21_31.jpg,,,100,100
21_32.jpg,,,100,100
210_00.jpg,,,100,100
210_01.jpg,,,100,100
210_02.jpg,,,100,100
210_10.jpg,,,100,100
210_11.jpg,,,100,100
210_12.jpg,,,100,100
210_20.jpg,,,100,100
210_21.jpg,,,100,100
210_22.jpg,,,100,100
210_30.jpg,,,100,100
210_31.jpg,,,100,100
210_32.jpg,,,100,100
211_00.jpg,,,100,100
211_01.jpg,,,100,100
211_02.jpg,,,100,100
211_10.jpg,,,100,100
211_11.jpg,,,100,100
211_12.jpg,,,100,100
211_20.jpg,,,100,100
211_21.jpg,,,100,100
211_22.jpg,,,100,100
211_30.jpg,,,100,100
211_31.jpg,,,100,100
211_32.jpg,,,100,100
212_00.jpg,,,100,100
212_01.jpg,,,100,100
212_02.jpg,,,100,100
212_10.jpg,,,100,100
212_11.jpg,,,100,100
212_12.jpg,,,100,100
212_20.jpg,,,100,100
212_21.jpg,,,100,100
212_22.jpg,,,100,100
212_30.jpg,,,100,100
212_31.jpg,,,100,100
212_32.jpg,,,100,100
213_00.jpg,,,100,100
213_01.jpg,,,100,100
213_02.jpg,,,100,100
213_10.jpg,,,100,100
213_11.jpg,,,100,100
213_12.jpg,,,100,100
213_20.jpg,,,100,100
213_21.jpg,,,100,100
213_22.jpg,,,100,100
213_30.jpg,,,100,100
213_31.jpg,,,100,100
213_32.jpg,,,100,100
214_00.jpg,,,100,100
214_01.jpg,,,100,100
214_02.jpg,,,100,100
214_10.jpg,,,100,100
214_11.jpg,,,100,100
214_12.jpg,,,100,100
214_20.jpg,,,100,100
214_21.jpg,,,100,100
214_22.jpg,,,100,100
214_30.jpg,,,100,100
214_31.jpg,,,100,100
214_32.jpg,,,100,100
215_00.jpg,,,100,100
215_01.jpg,,,100,100
215_02.jpg,,,100,100
215_10.jpg,,,100,100
215_11.jpg,,,100,100
215_12.jpg,,,100,100
215_20.jpg,,,100,100
215_21.jpg,,,100,100
215_22.jpg,,,100,100
215_30.jpg,,,100,100
215_31.jpg,,,100,100
215_32.jpg,,,100,100
216_00.jpg,,,100,100
216_01.jpg,,,100,100
216_02.jpg,,,100,100
216_10.jpg,,,100,100
216_11.jpg,,,100,100
216_12.jpg,,,100,100
216_20.jpg,,,100,100
216_21.jpg,,,100,100
216_22.jpg,,,100,100
216_30.jpg,,,100,100
216_31.jpg,,,100,100
216_32.jpg,,,100,100
217_00.jpg,,,100,100
217_01.jpg,,,100,100
217_02.jpg,,,100,100
217_10.jpg,,,100,100
217_11.jpg,,,100,100
217_12.jpg,,,100,100
217_20.jpg,,,100,100
217_21.jpg,,,100,100
217_22.jpg,,,100,100
217_30.jpg,,,100,100
217_31.jpg,,,100,100
217_32.jpg,,,100,100
218_00.jpg,,,100,100
218_01.jpg,,,100,100
218_02.jpg,,,100,100
218_10.jpg,,,100,100
218_11.jpg,,,100,100
218_12.jpg,,,100,100
218_20.jpg,,,100,100
218_21.jpg,,,100,100
218_22.jpg,,,100,100
218_30.jpg,,,100,100
218_31.jpg,,,100,100
218_32.jpg,,,100,100
219_00.jpg,,,100,100
219_01.jpg,,,100,100
219_02.jpg,,,100,100
219_10.jpg,,,100,100
219_11.jpg,,,100,100
219_12.jpg,,,100,100
219_20.jpg,,,100,100
219_21.jpg,,,100,100
219_22.jpg,,,100,100
219_30.jpg,,,100,100
219_31.jpg,,,100,100
219_32.jpg,,,100,100
22_00.jpg,,,100,100
22_01.jpg,,,100,100
22_02.jpg,,,100,100
22_10.jpg,,,100,100
22_11.jpg,,,100,100
22_12.jpg,,,100,100
22_20.jpg,,,100,100
22_21.jpg,,,100,100
22_22.jpg,,,100,100
22_30.jpg,,,100,100
22_31.jpg,,,100,100
22_32.jpg,,,100,100
220_00.jpg,,,100,100
220_01.jpg,,,100,100
220_02.jpg,,,100,100
220_10.jpg,,,100,100
220_11.jpg,,,100,100
220_12.jpg,,,100,100
220_20.jpg,,,100,100
220_21.jpg,,,100,100
220_22.jpg,,,100,100
220_30.jpg,,,100,100
220_31.jpg,,,100,100
220_32.jpg,,,100,100
221_00.jpg,,,100,100
221_01.jpg,,,100,100
221_02.jpg,,,100,100
221_10.jpg,,,100,100
221_11.jpg,,,100,100
221_12.jpg,,,100,100
221_20.jpg,,,100,100
221_21.jpg,,,100,100
221_22.jpg,,,100,100
221_30.jpg,,,100,100
221_31.jpg,,,100,100
221_32.jpg,,,100,100
222_00.jpg,,,100,100
222_01.jpg,,,100,100
222_02.jpg,,,100,100
222_10.jpg,,,100,100
222_11.jpg,,,100,100
222_12.jpg,,,100,100
222_20.jpg,,,100,100
222_21.jpg,,,100,100
222_22.jpg,,,100,100
222_30.jpg,,,100,100
222_31.jpg,,,100,100
222_32.jpg,,,100,100
223_00.jpg,,,100,100
223_01.jpg,,,100,100
223_02.jpg,,,100,100
223_10.jpg,,,100,100
223_11.jpg,,,100,100
223_12.jpg,,,100,100
223_20.jpg,,,100,100
223_21.jpg,,,100,100
223_22.jpg,,,100,100
223_30.jpg,,,100,100
223_31.jpg,,,100,100
223_32.jpg,,,100,100
224_00.jpg,,,100,100
224_01.jpg,,,100,100
224_02.jpg,,,100,100
224_10.jpg,,,100,100
224_11.jpg,,,100,100
224_12.jpg,,,100,100
224_20.jpg,,,100,100
224_21.jpg,,,100,100
224_22.jpg,,,100,100
224_30.jpg,,,100,100
224_31.jpg,,,100,100
224_32.jpg,,,100,100
225_00.jpg,,,100,100
225_01.jpg,,,100,100
225_02.jpg,,,100,100
225_10.jpg,,,100,100
225_11.jpg,,,100,100
225_12.jpg,,,100,100
225_20.jpg,,,100,100
225_21.jpg,,,100,100
225_22.jpg,,,100,100
225_30.jpg,,,100,100
225_31.jpg,,,100,100
225_32.jpg,,,100,100
226_00.jpg,,,100,100
226_01.jpg,,,100,100
226_02.jpg,,,100,100
226_10.jpg,,,100,100
226_11.jpg,,,100,100
226_12.jpg,,,100,100
226_20.jpg,,,100,100
226_21.jpg,,,100,100
226_22.jpg,,,100,100
226_30.jpg,,,100,100
226_31.jpg,,,100,100
226_32.jpg,,,100,100
227_00.jpg,,,100,100
227_01.jpg,,,100,100
227_02.jpg,,,100,100
227_10.jpg,,,100,100
227_11.jpg,,,100,100
227_12.jpg,,,100,100
227_20.jpg,,,100,100
227_21.jpg,,,100,100
227_22.jpg,,,100,100
227_30.jpg,,,100,100
227_31.jpg,,,100,100
227_32.jpg,,,100,100
228_00.jpg,,,100,100
228_01.jpg,,,100,100
228_02.jpg,,,100,100
228_10.jpg,,,100,100
228_11.jpg,,,100,100
228_12.jpg,,,100,100
228_20.jpg,,,100,100
228_21.jpg,,,100,100
228_22.jpg,,,100,100
228_30.jpg,,,100,100
228_31.jpg,,,100,100
228_32.jpg,,,100,100
229_00.jpg,,,100,100
229_01.jpg,,,100,100
229_02.jpg,,,100,100
229_10.jpg,,,100,100
229_11.jpg,,,100,100
229_12.jpg,,,100,100
229_20.jpg,,,100,100
229_21.jpg,,,100,100
229_22.jpg,,,100,100
229_30.jpg,,,100,100
229_31.jpg,,,100,100
229_32.jpg,,,100,100
23_00.jpg,,,100,100
23_01.jpg,,,100,100
23_02.jpg,,,100,100
23_10.jpg,,,100,100
23_11.jpg,,,100,100
23_12.jpg,,,100,100
23_20.jpg,,,100,100
23_21.jpg,,,100,100
23_22.jpg,,,100,100
23_30.jpg,,,100,100
23_31.jpg,,,100,100
23_32.jpg,,,100,100
230_00.jpg,,,100,100
230_01.jpg,,,100,100
230_02.jpg,,,100,100
230_10.jpg,,,100,100
230_11.jpg,,,100,100
230_12.jpg,,,100,100
230_20.jpg,,,100,100
230_21.jpg,,,100,100
230_22.jpg,,,100,100
230_30.jpg,,,100,100
230_31.jpg,,,100,100
230_32.jpg,,,100,100
231_00.jpg,,,100,100
231_01.jpg,,,100,100
231_02.jpg,,,100,100
231_10.jpg,,,100,100
231_11.jpg,,,100,100
231_12.jpg,,,100,100
231_20.jpg,,,100,100
231_21.jpg,,,100,100
231_22.jpg,,,100,100
231_30.jpg,,,100,100
231_31.jpg,,,100,100
231_32.jpg,,,100,100
232_00.jpg,,,100,100
232_01.jpg,,,100,100
232_02.jpg,,,100,100
232_10.jpg,,,100,100
232_11.jpg,,,100,100
232_12.jpg,,,100,100
232_20.jpg,,,100,100
232_21.jpg,,,100,100
232_22.jpg,,,100,100
232_30.jpg,,,100,100
232_31.jpg,,,100,100
232_32.jpg,,,100,100
233_00.jpg,,,100,100
233_01.jpg,,,100,100
233_02.jpg,,,100,100
233_10.jpg,,,100,100
233_11.jpg,,,100,100
233_12.jpg,,,100,100
233_20.jpg,,,100,100
233_21.jpg,,,100,100
233_22.jpg,,,100,100
233_30.jpg,,,100,100
233_31.jpg,,,100,100
233_32.jpg,,,100,100
234_00.jpg,5,90,95,10
234_01.jpg,5,90,95,10
234_02.jpg,5,90,95,10
234_10.jpg,5,100,95,0
234_11.jpg,10,80,90,20
234_12.jpg,10,90,90,10
234_20.jpg,5,100,95,0
234_21.jpg,20,60,80,40
234_22.jpg,15,70,85,30
234_30.jpg,5,100,95,0
234_31.jpg,5,100,95,0
234_32.jpg,10,100,90,0
235_00.jpg,5,90,95,10
235_01.jpg,5,100,95,0
235_02.jpg,5,100,95,0
235_10.jpg,5,100,95,0
235_11.jpg,10,100,90,0
235_12.jpg,5,100,95,0
235_20.jpg,10,70,90,30
235_21.jpg,20,50,80,50
235_22.jpg,10,40,90,60
235_30.jpg,10,100,90,0
235_31.jpg,15,20,85,80
235_32.jpg,10,80,90,20
236_00.jpg,10,100,90,0
236_01.jpg,5,100,95,0
236_02.jpg,5,100,95,0
236_10.jpg,5,100,95,0
236_11.jpg,10,100,90,0
236_12.jpg,10,100,90,0
236_20.jpg,5,100,95,0
236_21.jpg,5,100,95,0
236_22.jpg,5,100,95,0
236_30.jpg,0,0,100,100
236_31.jpg,5,100,95,0
236_32.jpg,5,100,95,0
237_00.jpg,30,100,70,0
237_01.jpg,30,100,70,0
237_02.jpg,10,100,90,0
237_10.jpg,30,100,70,0
237_11.jpg,40,100,60,0
237_12.jpg,10,100,90,0
237_20.jpg,10,100,90,0
237_21.jpg,40,100,60,0
237_22.jpg,20,100,80,0
237_30.jpg,10,100,90,0
237_31.jpg,20,100,80,0
237_32.jpg,20,100,80,0
238_00.jpg,50,10,50,90
238_01.jpg,50,10,50,90
238_02.jpg,50,5,50,95
238_10.jpg,50,5,50,95
238_11.jpg,50,5,50,95
238_12.jpg,50,5,50,95
238_20.jpg,50,10,50,90
238_21.jpg,50,10,50,90
238_22.jpg,50,10,50,90
238_30.jpg,50,40,50,60
238_31.jpg,50,40,50,60
238_32.jpg,50,5,50,95
239_00.jpg,40,20,60,80
239_01.jpg,50,20,50,80
239_02.jpg,50,10,50,90
239_10.jpg,50,10,50,90
239_11.jpg,50,10,50,90
239_12.jpg,40,10,60,90
239_20.jpg,50,10,50,90
239_21.jpg,50,120,50,-20
239_22.jpg,40,10,60,90
239_30.jpg,40,10,60,90
239_31.jpg,40,10,60,90
239_32.jpg,40,10,60,90
24_00.jpg,,,100,100
24_01.jpg,,,100,100
24_02.jpg,,,100,100
24_10.jpg,,,100,100
24_11.jpg,,,100,100
24_12.jpg,,,100,100
24_20.jpg,,,100,100
24_21.jpg,,,100,100
24_22.jpg,,,100,100
24_30.jpg,,,100,100
24_31.jpg,,,100,100
24_32.jpg,,,100,100
240_00.jpg,30,10,70,90
240_01.jpg,35,5,65,95
240_02.jpg,45,0,55,100
240_10.jpg,45,5,55,95
240_11.jpg,50,5,50,95
240_12.jpg,50,0,50,100
240_20.jpg,50,5,50,95
240_21.jpg,50,5,50,95
240_22.jpg,40,10,60,90
240_30.jpg,50,10,50,90
240_31.jpg,50,10,50,90
240_32.jpg,60,10,40,90
241_00.jpg,,,100,100
241_01.jpg,,,100,100
241_02.jpg,,,100,100
241_10.jpg,,,100,100
241_11.jpg,,,100,100
241_12.jpg,,,100,100
